Count	Timestamp	Time since start (s)		Cray node E (J)	Cray cpu E (J)	Cray memory E (J)	Cray node E since start (J)	Cray cpu E since start (J)	Cray memory E since start (J)	Cray node P (W)	Cray cpu P (W)	Cray memory P (W)	Cray node P calc (W)	Cray cpu P calc (W)	Cray memory P calc (W)	Cpufreq frequency (MHz)	Cray frequency (MHz)	
--- EMON TAG START: application_summary
725	2019-08-21 17:18:02	363.000000	697185847.000000	403196587.000000	46635785.000000	52476.000000	34608.000000	4746.000000	183.000000	188.000000	14.000000	154.000000	138.000000	14.000000	1301.000000	10.000000	
726	2019-08-21 17:18:02	363.000000	697185950.000000	403196647.000000	46635791.000000	52579.000000	34668.000000	4752.000000	130.000000	78.000000	13.000000	206.000000	120.000000	12.000000	1301.000000	10.000000	
727	2019-08-21 17:18:03	364.000000	697186015.000000	403196688.000000	46635798.000000	52644.000000	34709.000000	4759.000000	132.000000	83.000000	13.000000	130.000000	82.000000	14.000000	1301.000000	10.000000	
728	2019-08-21 17:18:03	364.000000	697186091.000000	403196744.000000	46635805.000000	52720.000000	34765.000000	4766.000000	173.000000	120.000000	14.000000	152.000000	112.000000	14.000000	1301.000000	10.000000	
729	2019-08-21 17:18:04	365.000000	697186184.000000	403196815.000000	46635811.000000	52813.000000	34836.000000	4772.000000	197.000000	143.000000	13.000000	186.000000	142.000000	12.000000	1301.000000	10.000000	
730	2019-08-21 17:18:04	365.000000	697186265.000000	403196865.000000	46635818.000000	52894.000000	34886.000000	4779.000000	175.000000	81.000000	13.000000	162.000000	100.000000	14.000000	1301.000000	10.000000	
731	2019-08-21 17:18:05	366.000000	697186357.000000	403196936.000000	46635826.000000	52986.000000	34957.000000	4787.000000	202.000000	147.000000	13.000000	184.000000	142.000000	16.000000	1301.000000	10.000000	
732	2019-08-21 17:18:05	366.000000	697186442.000000	403196988.000000	46635832.000000	53071.000000	35009.000000	4793.000000	142.000000	118.000000	13.000000	170.000000	104.000000	12.000000	1301.000000	10.000000	
733	2019-08-21 17:18:06	367.000000	697186519.000000	403197037.000000	46635839.000000	53148.000000	35058.000000	4800.000000	133.000000	82.000000	13.000000	154.000000	98.000000	14.000000	1301.000000	10.000000	
734	2019-08-21 17:18:06	367.000000	697186591.000000	403197097.000000	46635846.000000	53220.000000	35118.000000	4807.000000	169.000000	188.000000	14.000000	144.000000	120.000000	14.000000	1301.000000	10.000000	
735	2019-08-21 17:18:07	368.000000	697186699.000000	403197158.000000	46635853.000000	53328.000000	35179.000000	4814.000000	130.000000	84.000000	13.000000	216.000000	122.000000	14.000000	1301.000000	10.000000	
736	2019-08-21 17:18:07	368.000000	697186768.000000	403197201.000000	46635859.000000	53397.000000	35222.000000	4820.000000	132.000000	83.000000	13.000000	138.000000	86.000000	12.000000	1301.000000	10.000000	
737	2019-08-21 17:18:08	369.000000	697186843.000000	403197255.000000	46635866.000000	53472.000000	35276.000000	4827.000000	165.000000	121.000000	13.000000	150.000000	108.000000	14.000000	1301.000000	10.000000	
738	2019-08-21 17:18:08	369.000000	697186934.000000	403197325.000000	46635872.000000	53563.000000	35346.000000	4833.000000	198.000000	113.000000	13.000000	182.000000	140.000000	12.000000	1301.000000	10.000000	
739	2019-08-21 17:18:09	370.000000	697187014.000000	403197372.000000	46635879.000000	53643.000000	35393.000000	4840.000000	154.000000	117.000000	13.000000	160.000000	94.000000	14.000000	1301.000000	10.000000	
740	2019-08-21 17:18:09	370.000000	697187101.000000	403197436.000000	46635886.000000	53730.000000	35457.000000	4847.000000	193.000000	146.000000	14.000000	174.000000	128.000000	14.000000	1301.000000	10.000000	
741	2019-08-21 17:18:10	371.000000	697187191.000000	403197494.000000	46635892.000000	53820.000000	35515.000000	4853.000000	160.000000	120.000000	14.000000	180.000000	116.000000	12.000000	1301.000000	10.000000	
742	2019-08-21 17:18:10	371.000000	697187273.000000	403197550.000000	46635900.000000	53902.000000	35571.000000	4861.000000	134.000000	95.000000	13.000000	164.000000	112.000000	16.000000	1301.000000	10.000000	
743	2019-08-21 17:18:11	372.000000	697187343.000000	403197608.000000	46635906.000000	53972.000000	35629.000000	4867.000000	168.000000	188.000000	14.000000	140.000000	116.000000	12.000000	1301.000000	10.000000	
744	2019-08-21 17:18:11	372.000000	697187456.000000	403197680.000000	46635913.000000	54085.000000	35701.000000	4874.000000	153.000000	88.000000	13.000000	226.000000	144.000000	14.000000	1301.000000	10.000000	
745	2019-08-21 17:18:12	373.000000	697187522.000000	403197721.000000	46635920.000000	54151.000000	35742.000000	4881.000000	131.000000	82.000000	13.000000	132.000000	82.000000	14.000000	1301.000000	10.000000	
746	2019-08-21 17:18:12	373.000000	697187598.000000	403197779.000000	46635927.000000	54227.000000	35800.000000	4888.000000	163.000000	91.000000	15.000000	152.000000	116.000000	14.000000	1301.000000	10.000000	
747	2019-08-21 17:18:13	374.000000	697187689.000000	403197849.000000	46635933.000000	54318.000000	35870.000000	4894.000000	199.000000	146.000000	13.000000	182.000000	140.000000	12.000000	1301.000000	10.000000	
748	2019-08-21 17:18:13	374.000000	697187770.000000	403197900.000000	46635940.000000	54399.000000	35921.000000	4901.000000	144.000000	82.000000	13.000000	162.000000	102.000000	14.000000	1301.000000	10.000000	
749	2019-08-21 17:18:14	375.000000	697187863.000000	403197972.000000	46635947.000000	54492.000000	35993.000000	4908.000000	202.000000	147.000000	14.000000	186.000000	144.000000	14.000000	1301.000000	10.000000	
750	2019-08-21 17:18:14	375.000000	697187949.000000	403198024.000000	46635953.000000	54578.000000	36045.000000	4914.000000	151.000000	87.000000	13.000000	172.000000	104.000000	12.000000	1301.000000	10.000000	
751	2019-08-21 17:18:15	376.000000	697188024.000000	403198073.000000	46635960.000000	54653.000000	36094.000000	4921.000000	133.000000	84.000000	13.000000	150.000000	98.000000	14.000000	1301.000000	10.000000	
752	2019-08-21 17:18:15	376.000000	697188105.000000	403198142.000000	46635967.000000	54734.000000	36163.000000	4928.000000	234.000000	188.000000	13.000000	162.000000	138.000000	14.000000	1301.000000	10.000000	
753	2019-08-21 17:18:16	377.000000	697188204.000000	403198197.000000	46635973.000000	54833.000000	36218.000000	4934.000000	125.000000	48.000000	7.000000	198.000000	110.000000	12.000000	1301.000000	10.000000	
754	2019-08-21 17:18:16	377.000000	697188263.000000	403198238.000000	46635979.000000	54892.000000	36259.000000	4940.000000	131.000000	83.000000	13.000000	118.000000	82.000000	12.000000	1301.000000	10.000000	
755	2019-08-21 17:18:17	378.000000	697188338.000000	403198290.000000	46635986.000000	54967.000000	36311.000000	4947.000000	169.000000	81.000000	13.000000	150.000000	104.000000	14.000000	1301.000000	10.000000	
756	2019-08-21 17:18:17	378.000000	697188429.000000	403198360.000000	46635993.000000	55058.000000	36381.000000	4954.000000	199.000000	146.000000	13.000000	182.000000	140.000000	14.000000	1301.000000	10.000000	
757	2019-08-21 17:18:18	379.000000	697188514.000000	403198411.000000	46635999.000000	55143.000000	36432.000000	4960.000000	160.000000	81.000000	15.000000	170.000000	102.000000	12.000000	1301.000000	10.000000	
758	2019-08-21 17:18:18	379.000000	697188607.000000	403198481.000000	46636006.000000	55236.000000	36502.000000	4967.000000	201.000000	147.000000	13.000000	186.000000	140.000000	14.000000	1301.000000	10.000000	
759	2019-08-21 17:18:19	380.000000	697188690.000000	403198535.000000	46636013.000000	55319.000000	36556.000000	4974.000000	149.000000	115.000000	13.000000	166.000000	108.000000	14.000000	1301.000000	10.000000	
760	2019-08-21 17:18:19	380.000000	697188772.000000	403198585.000000	46636020.000000	55401.000000	36606.000000	4981.000000	133.000000	83.000000	13.000000	164.000000	100.000000	14.000000	1301.000000	10.000000	
761	2019-08-21 17:18:20	381.000000	697188848.000000	403198653.000000	46636026.000000	55477.000000	36674.000000	4987.000000	215.000000	188.000000	14.000000	152.000000	136.000000	12.000000	1301.000000	10.000000	
762	2019-08-21 17:18:20	381.000000	697188953.000000	403198713.000000	46636033.000000	55582.000000	36734.000000	4994.000000	132.000000	83.000000	13.000000	210.000000	120.000000	14.000000	1301.000000	10.000000	
763	2019-08-21 17:18:21	382.000000	697189020.000000	403198754.000000	46636039.000000	55649.000000	36775.000000	5000.000000	132.000000	83.000000	13.000000	134.000000	82.000000	12.000000	1301.000000	10.000000	
764	2019-08-21 17:18:21	382.000000	697189099.000000	403198805.000000	46636046.000000	55728.000000	36826.000000	5007.000000	180.000000	118.000000	13.000000	158.000000	102.000000	14.000000	1301.000000	10.000000	
765	2019-08-21 17:18:22	383.000000	697189192.000000	403198874.000000	46636053.000000	55821.000000	36895.000000	5014.000000	197.000000	111.000000	13.000000	186.000000	138.000000	14.000000	1301.000000	10.000000	
766	2019-08-21 17:18:22	383.000000	697189272.000000	403198927.000000	46636059.000000	55901.000000	36948.000000	5020.000000	170.000000	137.000000	13.000000	160.000000	106.000000	12.000000	1301.000000	10.000000	
767	2019-08-21 17:18:23	384.000000	697189367.000000	403198998.000000	46636067.000000	55996.000000	37019.000000	5028.000000	201.000000	148.000000	15.000000	190.000000	142.000000	16.000000	1301.000000	10.000000	
768	2019-08-21 17:18:23	384.000000	697189451.000000	403199061.000000	46636074.000000	56080.000000	37082.000000	5035.000000	172.000000	147.000000	15.000000	168.000000	126.000000	14.000000	1301.000000	10.000000	
769	2019-08-21 17:18:24	385.000000	697189523.000000	403199105.000000	46636080.000000	56152.000000	37126.000000	5041.000000	134.000000	82.000000	13.000000	144.000000	88.000000	12.000000	1301.000000	10.000000	
770	2019-08-21 17:18:24	385.000000	697189613.000000	403199185.000000	46636087.000000	56242.000000	37206.000000	5048.000000	256.000000	191.000000	13.000000	180.000000	160.000000	14.000000	1301.000000	10.000000	
771	2019-08-21 17:18:25	386.000000	697189700.000000	403199230.000000	46636093.000000	56329.000000	37251.000000	5054.000000	86.000000	60.000000	8.000000	174.000000	90.000000	12.000000	1301.000000	10.000000	
772	2019-08-21 17:18:25	386.000000	697189760.000000	403199271.000000	46636099.000000	56389.000000	37292.000000	5060.000000	132.000000	83.000000	13.000000	120.000000	82.000000	12.000000	1301.000000	10.000000	
773	2019-08-21 17:18:26	387.000000	697189836.000000	403199326.000000	46636106.000000	56465.000000	37347.000000	5067.000000	175.000000	81.000000	13.000000	152.000000	110.000000	14.000000	1301.000000	10.000000	
774	2019-08-21 17:18:26	387.000000	697189928.000000	403199396.000000	46636113.000000	56557.000000	37417.000000	5074.000000	197.000000	145.000000	13.000000	184.000000	140.000000	14.000000	1301.000000	10.000000	
775	2019-08-21 17:18:27	388.000000	697190011.000000	403199446.000000	46636120.000000	56640.000000	37467.000000	5081.000000	169.000000	84.000000	21.000000	166.000000	100.000000	14.000000	1301.000000	10.000000	
776	2019-08-21 17:18:27	388.000000	697190102.000000	403199516.000000	46636127.000000	56731.000000	37537.000000	5088.000000	202.000000	147.000000	14.000000	182.000000	140.000000	14.000000	1301.000000	10.000000	
777	2019-08-21 17:18:28	389.000000	697190187.000000	403199567.000000	46636134.000000	56816.000000	37588.000000	5095.000000	180.000000	81.000000	13.000000	170.000000	102.000000	14.000000	1301.000000	10.000000	
778	2019-08-21 17:18:28	389.000000	697190263.000000	403199618.000000	46636140.000000	56892.000000	37639.000000	5101.000000	135.000000	82.000000	13.000000	152.000000	102.000000	12.000000	1301.000000	10.000000	
779	2019-08-21 17:18:29	390.000000	697190351.000000	403199690.000000	46636147.000000	56980.000000	37711.000000	5108.000000	253.000000	188.000000	14.000000	176.000000	144.000000	14.000000	1301.000000	10.000000	
780	2019-08-21 17:18:29	390.000000	697190445.000000	403199736.000000	46636153.000000	57074.000000	37757.000000	5114.000000	132.000000	77.000000	13.000000	188.000000	92.000000	12.000000	1301.000000	10.000000	
781	2019-08-21 17:18:30	391.000000	697190507.000000	403199777.000000	46636160.000000	57136.000000	37798.000000	5121.000000	131.000000	82.000000	13.000000	124.000000	82.000000	14.000000	1301.000000	10.000000	
782	2019-08-21 17:18:30	391.000000	697190582.000000	403199827.000000	46636167.000000	57211.000000	37848.000000	5128.000000	175.000000	81.000000	13.000000	150.000000	100.000000	14.000000	1301.000000	10.000000	
783	2019-08-21 17:18:31	392.000000	697190674.000000	403199898.000000	46636174.000000	57303.000000	37919.000000	5135.000000	198.000000	146.000000	13.000000	184.000000	142.000000	14.000000	1301.000000	10.000000	
784	2019-08-21 17:18:31	392.000000	697190760.000000	403199949.000000	46636181.000000	57389.000000	37970.000000	5142.000000	172.000000	81.000000	21.000000	172.000000	102.000000	14.000000	1301.000000	10.000000	
785	2019-08-21 17:18:32	393.000000	697190850.000000	403200018.000000	46636188.000000	57479.000000	38039.000000	5149.000000	201.000000	147.000000	14.000000	180.000000	138.000000	14.000000	1301.000000	10.000000	
786	2019-08-21 17:18:32	393.000000	697190939.000000	403200068.000000	46636194.000000	57568.000000	38089.000000	5155.000000	178.000000	81.000000	13.000000	178.000000	100.000000	12.000000	1301.000000	10.000000	
787	2019-08-21 17:18:33	394.000000	697191016.000000	403200119.000000	46636201.000000	57645.000000	38140.000000	5162.000000	135.000000	82.000000	13.000000	154.000000	102.000000	14.000000	1301.000000	10.000000	
788	2019-08-21 17:18:33	394.000000	697191097.000000	403200188.000000	46636208.000000	57726.000000	38209.000000	5169.000000	197.000000	189.000000	14.000000	162.000000	138.000000	14.000000	1301.000000	10.000000	
789	2019-08-21 17:18:34	395.000000	697191192.000000	403200248.000000	46636214.000000	57821.000000	38269.000000	5175.000000	131.000000	82.000000	13.000000	190.000000	120.000000	12.000000	1301.000000	10.000000	
790	2019-08-21 17:18:34	395.000000	697191256.000000	403200289.000000	46636220.000000	57885.000000	38310.000000	5181.000000	131.000000	83.000000	13.000000	128.000000	82.000000	12.000000	1301.000000	10.000000	
791	2019-08-21 17:18:35	396.000000	697191333.000000	403200339.000000	46636227.000000	57962.000000	38360.000000	5188.000000	168.000000	81.000000	13.000000	154.000000	100.000000	14.000000	1301.000000	10.000000	
792	2019-08-21 17:18:35	396.000000	697191424.000000	403200409.000000	46636233.000000	58053.000000	38430.000000	5194.000000	199.000000	146.000000	13.000000	182.000000	140.000000	12.000000	1301.000000	10.000000	
793	2019-08-21 17:18:36	397.000000	697191504.000000	403200460.000000	46636240.000000	58133.000000	38481.000000	5201.000000	152.000000	117.000000	13.000000	160.000000	102.000000	14.000000	1301.000000	10.000000	
794	2019-08-21 17:18:36	397.000000	697191593.000000	403200525.000000	46636248.000000	58222.000000	38546.000000	5209.000000	202.000000	147.000000	13.000000	178.000000	130.000000	16.000000	1301.000000	10.000000	
795	2019-08-21 17:18:37	398.000000	697191681.000000	403200582.000000	46636254.000000	58310.000000	38603.000000	5215.000000	141.000000	118.000000	13.000000	176.000000	114.000000	12.000000	1301.000000	10.000000	
796	2019-08-21 17:18:37	398.000000	697191759.000000	403200632.000000	46636261.000000	58388.000000	38653.000000	5222.000000	133.000000	82.000000	13.000000	156.000000	100.000000	14.000000	1301.000000	10.000000	
797	2019-08-21 17:18:38	399.000000	697191831.000000	403200689.000000	46636268.000000	58460.000000	38710.000000	5229.000000	165.000000	188.000000	14.000000	144.000000	114.000000	14.000000	1301.000000	10.000000	
798	2019-08-21 17:18:38	399.000000	697191942.000000	403200756.000000	46636274.000000	58571.000000	38777.000000	5235.000000	164.000000	87.000000	13.000000	222.000000	134.000000	12.000000	1301.000000	10.000000	
799	2019-08-21 17:18:39	400.000000	697192009.000000	403200798.000000	46636281.000000	58638.000000	38819.000000	5242.000000	132.000000	83.000000	13.000000	134.000000	84.000000	14.000000	1301.000000	10.000000	
800	2019-08-21 17:18:39	400.000000	697192084.000000	403200853.000000	46636288.000000	58713.000000	38874.000000	5249.000000	182.000000	81.000000	13.000000	150.000000	110.000000	14.000000	1301.000000	10.000000	
801	2019-08-21 17:18:40	401.000000	697192176.000000	403200924.000000	46636294.000000	58805.000000	38945.000000	5255.000000	199.000000	146.000000	13.000000	184.000000	142.000000	12.000000	1301.000000	10.000000	
802	2019-08-21 17:18:40	401.000000	697192259.000000	403200974.000000	46636300.000000	58888.000000	38995.000000	5261.000000	172.000000	81.000000	13.000000	166.000000	100.000000	12.000000	1301.000000	10.000000	
803	2019-08-21 17:18:41	402.000000	697192351.000000	403201045.000000	46636307.000000	58980.000000	39066.000000	5268.000000	202.000000	147.000000	13.000000	184.000000	142.000000	14.000000	1301.000000	10.000000	
804	2019-08-21 17:18:41	402.000000	697192439.000000	403201099.000000	46636314.000000	59068.000000	39120.000000	5275.000000	181.000000	116.000000	13.000000	176.000000	108.000000	14.000000	1301.000000	10.000000	
805	2019-08-21 17:18:42	403.000000	697192516.000000	403201148.000000	46636320.000000	59145.000000	39169.000000	5281.000000	133.000000	83.000000	13.000000	154.000000	98.000000	12.000000	1301.000000	10.000000	
806	2019-08-21 17:18:42	403.000000	697192594.000000	403201218.000000	46636327.000000	59223.000000	39239.000000	5288.000000	199.000000	188.000000	14.000000	156.000000	140.000000	14.000000	1301.000000	10.000000	
807	2019-08-21 17:18:43	404.000000	697192693.000000	403201277.000000	46636333.000000	59322.000000	39298.000000	5294.000000	131.000000	73.000000	10.000000	198.000000	118.000000	12.000000	1301.000000	10.000000	
808	2019-08-21 17:18:43	404.000000	697192758.000000	403201318.000000	46636340.000000	59387.000000	39339.000000	5301.000000	132.000000	82.000000	13.000000	130.000000	82.000000	14.000000	1301.000000	10.000000	
809	2019-08-21 17:18:44	405.000000	697192833.000000	403201368.000000	46636348.000000	59462.000000	39389.000000	5309.000000	176.000000	81.000000	13.000000	150.000000	100.000000	16.000000	1301.000000	10.000000	
810	2019-08-21 17:18:44	405.000000	697192922.000000	403201438.000000	46636355.000000	59551.000000	39459.000000	5316.000000	197.000000	145.000000	13.000000	178.000000	140.000000	14.000000	1301.000000	10.000000	
811	2019-08-21 17:18:45	406.000000	697193006.000000	403201488.000000	46636361.000000	59635.000000	39509.000000	5322.000000	172.000000	82.000000	13.000000	168.000000	100.000000	12.000000	1301.000000	10.000000	
812	2019-08-21 17:18:45	406.000000	697193097.000000	403201558.000000	46636368.000000	59726.000000	39579.000000	5329.000000	201.000000	147.000000	13.000000	182.000000	140.000000	14.000000	1301.000000	10.000000	
813	2019-08-21 17:18:46	407.000000	697193182.000000	403201616.000000	46636375.000000	59811.000000	39637.000000	5336.000000	142.000000	126.000000	20.000000	170.000000	116.000000	14.000000	1301.000000	10.000000	
814	2019-08-21 17:18:46	407.000000	697193263.000000	403201657.000000	46636382.000000	59892.000000	39678.000000	5343.000000	132.000000	83.000000	13.000000	162.000000	82.000000	14.000000	1301.000000	10.000000	
815	2019-08-21 17:18:47	408.000000	697193338.000000	403201722.000000	46636389.000000	59967.000000	39743.000000	5350.000000	185.000000	188.000000	14.000000	150.000000	130.000000	14.000000	1301.000000	10.000000	
816	2019-08-21 17:18:47	408.000000	697193446.000000	403201782.000000	46636395.000000	60075.000000	39803.000000	5356.000000	130.000000	83.000000	13.000000	216.000000	120.000000	12.000000	1301.000000	10.000000	
817	2019-08-21 17:18:48	409.000000	697193513.000000	403201824.000000	46636402.000000	60142.000000	39845.000000	5363.000000	132.000000	83.000000	13.000000	134.000000	84.000000	14.000000	1301.000000	10.000000	
818	2019-08-21 17:18:48	409.000000	697193590.000000	403201881.000000	46636409.000000	60219.000000	39902.000000	5370.000000	153.000000	118.000000	15.000000	154.000000	114.000000	14.000000	1301.000000	10.000000	
819	2019-08-21 17:18:49	410.000000	697193684.000000	403201951.000000	46636416.000000	60313.000000	39972.000000	5377.000000	183.000000	111.000000	13.000000	188.000000	140.000000	14.000000	1301.000000	10.000000	
820	2019-08-21 17:18:49	410.000000	697193767.000000	403202002.000000	46636422.000000	60396.000000	40023.000000	5383.000000	167.000000	119.000000	13.000000	166.000000	102.000000	12.000000	1301.000000	10.000000	
821	2019-08-21 17:18:50	411.000000	697193862.000000	403202072.000000	46636429.000000	60491.000000	40093.000000	5390.000000	202.000000	112.000000	13.000000	190.000000	140.000000	14.000000	1301.000000	10.000000	
822	2019-08-21 17:18:50	411.000000	697193943.000000	403202133.000000	46636436.000000	60572.000000	40154.000000	5397.000000	179.000000	159.000000	16.000000	162.000000	122.000000	14.000000	1301.000000	10.000000	
823	2019-08-21 17:18:51	412.000000	697194015.000000	403202176.000000	46636442.000000	60644.000000	40197.000000	5403.000000	134.000000	81.000000	13.000000	144.000000	86.000000	12.000000	1301.000000	10.000000	
824	2019-08-21 17:18:51	412.000000	697194104.000000	403202255.000000	46636449.000000	60733.000000	40276.000000	5410.000000	253.000000	188.000000	13.000000	178.000000	158.000000	14.000000	1301.000000	10.000000	
825	2019-08-21 17:18:52	413.000000	697194193.000000	403202305.000000	46636456.000000	60822.000000	40326.000000	5417.000000	136.000000	83.000000	13.000000	178.000000	100.000000	14.000000	1301.000000	10.000000	
826	2019-08-21 17:18:52	413.000000	697194259.000000	403202349.000000	46636462.000000	60888.000000	40370.000000	5423.000000	132.000000	108.000000	16.000000	132.000000	88.000000	12.000000	1301.000000	10.000000	
827	2019-08-21 17:18:53	414.000000	697194341.000000	403202404.000000	46636469.000000	60970.000000	40425.000000	5430.000000	172.000000	145.000000	13.000000	164.000000	110.000000	14.000000	1301.000000	10.000000	
828	2019-08-21 17:18:53	414.000000	697194434.000000	403202469.000000	46636475.000000	61063.000000	40490.000000	5436.000000	162.000000	112.000000	13.000000	186.000000	130.000000	12.000000	1301.000000	10.000000	
829	2019-08-21 17:18:54	415.000000	697194511.000000	403202525.000000	46636482.000000	61140.000000	40546.000000	5443.000000	148.000000	117.000000	13.000000	154.000000	112.000000	14.000000	1301.000000	10.000000	
830	2019-08-21 17:18:54	415.000000	697194609.000000	403202595.000000	46636489.000000	61238.000000	40616.000000	5450.000000	201.000000	111.000000	13.000000	196.000000	140.000000	14.000000	1301.000000	10.000000	
831	2019-08-21 17:18:55	416.000000	697194688.000000	403202651.000000	46636496.000000	61317.000000	40672.000000	5457.000000	164.000000	163.000000	17.000000	158.000000	112.000000	14.000000	1301.000000	10.000000	
832	2019-08-21 17:18:55	416.000000	697194760.000000	403202692.000000	46636503.000000	61389.000000	40713.000000	5464.000000	133.000000	83.000000	13.000000	144.000000	82.000000	14.000000	1301.000000	10.000000	
833	2019-08-21 17:18:56	417.000000	697194856.000000	403202771.000000	46636509.000000	61485.000000	40792.000000	5470.000000	253.000000	169.000000	13.000000	192.000000	158.000000	12.000000	1301.000000	10.000000	
834	2019-08-21 17:18:56	417.000000	697194943.000000	403202814.000000	46636516.000000	61572.000000	40835.000000	5477.000000	132.000000	83.000000	13.000000	174.000000	86.000000	14.000000	1301.000000	10.000000	
835	2019-08-21 17:18:57	418.000000	697195011.000000	403202856.000000	46636522.000000	61640.000000	40877.000000	5483.000000	150.000000	94.000000	14.000000	136.000000	84.000000	12.000000	1301.000000	10.000000	
836	2019-08-21 17:18:57	418.000000	697195095.000000	403202923.000000	46636529.000000	61724.000000	40944.000000	5490.000000	195.000000	146.000000	13.000000	168.000000	134.000000	14.000000	1301.000000	10.000000	
837	2019-08-21 17:18:58	419.000000	697195189.000000	403202983.000000	46636535.000000	61818.000000	41004.000000	5496.000000	170.000000	83.000000	13.000000	188.000000	120.000000	12.000000	1301.000000	10.000000	
838	2019-08-21 17:18:58	419.000000	697195268.000000	403203037.000000	46636542.000000	61897.000000	41058.000000	5503.000000	171.000000	147.000000	15.000000	158.000000	108.000000	14.000000	1301.000000	10.000000	
839	2019-08-21 17:18:59	420.000000	697195366.000000	403203104.000000	46636548.000000	61995.000000	41125.000000	5509.000000	187.000000	112.000000	13.000000	196.000000	134.000000	12.000000	1301.000000	10.000000	
840	2019-08-21 17:18:59	420.000000	697195448.000000	403203157.000000	46636555.000000	62077.000000	41178.000000	5516.000000	186.000000	85.000000	13.000000	164.000000	106.000000	14.000000	1301.000000	10.000000	
841	2019-08-21 17:19:00	421.000000	697195514.000000	403203202.000000	46636561.000000	62143.000000	41223.000000	5522.000000	133.000000	118.000000	13.000000	132.000000	90.000000	12.000000	1301.000000	10.000000	
842	2019-08-21 17:19:00	421.000000	697195619.000000	403203281.000000	46636568.000000	62248.000000	41302.000000	5529.000000	239.000000	129.000000	13.000000	210.000000	158.000000	14.000000	1301.000000	10.000000	
843	2019-08-21 17:19:01	422.000000	697195686.000000	403203323.000000	46636573.000000	62315.000000	41344.000000	5534.000000	110.000000	82.000000	13.000000	134.000000	84.000000	10.000000	1301.000000	10.000000	
844	2019-08-21 17:19:01	422.000000	697195750.000000	403203364.000000	46636580.000000	62379.000000	41385.000000	5541.000000	131.000000	82.000000	13.000000	128.000000	82.000000	14.000000	1301.000000	10.000000	
845	2019-08-21 17:19:02	423.000000	697195828.000000	403203422.000000	46636587.000000	62457.000000	41443.000000	5548.000000	160.000000	103.000000	13.000000	156.000000	116.000000	14.000000	1301.000000	10.000000	
846	2019-08-21 17:19:02	423.000000	697195923.000000	403203491.000000	46636593.000000	62552.000000	41512.000000	5554.000000	197.000000	112.000000	13.000000	190.000000	138.000000	12.000000	1301.000000	10.000000	
847	2019-08-21 17:19:03	424.000000	697196002.000000	403203545.000000	46636600.000000	62631.000000	41566.000000	5561.000000	149.000000	117.000000	13.000000	158.000000	108.000000	14.000000	1301.000000	10.000000	
848	2019-08-21 17:19:03	424.000000	697196100.000000	403203614.000000	46636607.000000	62729.000000	41635.000000	5568.000000	201.000000	112.000000	13.000000	196.000000	138.000000	14.000000	1301.000000	10.000000	
849	2019-08-21 17:19:04	425.000000	697196180.000000	403203670.000000	46636614.000000	62809.000000	41691.000000	5575.000000	163.000000	163.000000	16.000000	160.000000	112.000000	14.000000	1301.000000	10.000000	
850	2019-08-21 17:19:04	425.000000	697196257.000000	403203712.000000	46636621.000000	62886.000000	41733.000000	5582.000000	132.000000	82.000000	13.000000	154.000000	84.000000	14.000000	1301.000000	10.000000	
851	2019-08-21 17:19:05	426.000000	697196351.000000	403203791.000000	46636627.000000	62980.000000	41812.000000	5588.000000	253.000000	179.000000	13.000000	188.000000	158.000000	12.000000	1301.000000	10.000000	
852	2019-08-21 17:19:05	426.000000	697196439.000000	403203836.000000	46636634.000000	63068.000000	41857.000000	5595.000000	117.000000	83.000000	13.000000	176.000000	90.000000	14.000000	1301.000000	10.000000	
853	2019-08-21 17:19:06	427.000000	697196503.000000	403203877.000000	46636640.000000	63132.000000	41898.000000	5601.000000	131.000000	83.000000	13.000000	128.000000	82.000000	12.000000	1301.000000	10.000000	
854	2019-08-21 17:19:06	427.000000	697196581.000000	403203931.000000	46636647.000000	63210.000000	41952.000000	5608.000000	160.000000	119.000000	14.000000	156.000000	108.000000	14.000000	1301.000000	10.000000	
855	2019-08-21 17:19:07	428.000000	697196676.000000	403204000.000000	46636654.000000	63305.000000	42021.000000	5615.000000	198.000000	112.000000	13.000000	190.000000	138.000000	14.000000	1301.000000	10.000000	
856	2019-08-21 17:19:07	428.000000	697196753.000000	403204053.000000	46636660.000000	63382.000000	42074.000000	5621.000000	163.000000	155.000000	14.000000	154.000000	106.000000	12.000000	1301.000000	10.000000	
857	2019-08-21 17:19:08	429.000000	697196848.000000	403204124.000000	46636668.000000	63477.000000	42145.000000	5629.000000	200.000000	149.000000	18.000000	190.000000	142.000000	16.000000	1301.000000	10.000000	
858	2019-08-21 17:19:08	429.000000	697196929.000000	403204174.000000	46636674.000000	63558.000000	42195.000000	5635.000000	145.000000	118.000000	14.000000	162.000000	100.000000	12.000000	1301.000000	10.000000	
859	2019-08-21 17:19:09	430.000000	697197008.000000	403204223.000000	46636681.000000	63637.000000	42244.000000	5642.000000	132.000000	87.000000	13.000000	158.000000	98.000000	14.000000	1301.000000	10.000000	
860	2019-08-21 17:19:09	430.000000	697197087.000000	403204286.000000	46636687.000000	63716.000000	42307.000000	5648.000000	225.000000	189.000000	13.000000	158.000000	126.000000	12.000000	1301.000000	10.000000	
