Count	Timestamp	Time since start (s)		Cray node E (J)	Cray cpu E (J)	Cray memory E (J)	Cray node E since start (J)	Cray cpu E since start (J)	Cray memory E since start (J)	Cray node P (W)	Cray cpu P (W)	Cray memory P (W)	Cray node P calc (W)	Cray cpu P calc (W)	Cray memory P calc (W)	Cpufreq frequency (MHz)	Cray frequency (MHz)	
--- EMON TAG START: application_summary
224	2019-08-21 17:13:51	112.000000	697147626.000000	403170881.000000	46632482.000000	14255.000000	8902.000000	1443.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
225	2019-08-21 17:13:52	113.000000	697147690.000000	403170921.000000	46632489.000000	14319.000000	8942.000000	1450.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
226	2019-08-21 17:13:52	113.000000	697147753.000000	403170960.000000	46632495.000000	14382.000000	8981.000000	1456.000000	127.000000	79.000000	13.000000	126.000000	78.000000	12.000000	1301.000000	10.000000	
227	2019-08-21 17:13:53	114.000000	697147817.000000	403171000.000000	46632502.000000	14446.000000	9021.000000	1463.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
228	2019-08-21 17:13:53	114.000000	697147880.000000	403171040.000000	46632508.000000	14509.000000	9061.000000	1469.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
229	2019-08-21 17:13:54	115.000000	697147944.000000	403171080.000000	46632514.000000	14573.000000	9101.000000	1475.000000	127.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
230	2019-08-21 17:13:54	115.000000	697148007.000000	403171119.000000	46632521.000000	14636.000000	9140.000000	1482.000000	127.000000	79.000000	13.000000	126.000000	78.000000	14.000000	1301.000000	10.000000	
231	2019-08-21 17:13:55	116.000000	697148071.000000	403171159.000000	46632527.000000	14700.000000	9180.000000	1488.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
232	2019-08-21 17:13:55	116.000000	697148135.000000	403171199.000000	46632534.000000	14764.000000	9220.000000	1495.000000	127.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
233	2019-08-21 17:13:56	117.000000	697148198.000000	403171238.000000	46632540.000000	14827.000000	9259.000000	1501.000000	128.000000	79.000000	13.000000	126.000000	78.000000	12.000000	1301.000000	10.000000	
234	2019-08-21 17:13:56	117.000000	697148262.000000	403171278.000000	46632547.000000	14891.000000	9299.000000	1508.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
235	2019-08-21 17:13:57	118.000000	697148325.000000	403171318.000000	46632553.000000	14954.000000	9339.000000	1514.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
236	2019-08-21 17:13:57	118.000000	697148389.000000	403171357.000000	46632559.000000	15018.000000	9378.000000	1520.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
237	2019-08-21 17:13:58	119.000000	697148453.000000	403171397.000000	46632566.000000	15082.000000	9418.000000	1527.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
238	2019-08-21 17:13:58	119.000000	697148516.000000	403171437.000000	46632572.000000	15145.000000	9458.000000	1533.000000	128.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
239	2019-08-21 17:13:59	120.000000	697148580.000000	403171477.000000	46632579.000000	15209.000000	9498.000000	1540.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
240	2019-08-21 17:13:59	120.000000	697148644.000000	403171516.000000	46632585.000000	15273.000000	9537.000000	1546.000000	127.000000	80.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
241	2019-08-21 17:14:00	121.000000	697148707.000000	403171556.000000	46632592.000000	15336.000000	9577.000000	1553.000000	128.000000	79.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
242	2019-08-21 17:14:00	121.000000	697148771.000000	403171596.000000	46632598.000000	15400.000000	9617.000000	1559.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
243	2019-08-21 17:14:01	122.000000	697148835.000000	403171635.000000	46632605.000000	15464.000000	9656.000000	1566.000000	127.000000	79.000000	13.000000	128.000000	78.000000	14.000000	1301.000000	10.000000	
244	2019-08-21 17:14:01	122.000000	697148898.000000	403171675.000000	46632611.000000	15527.000000	9696.000000	1572.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
245	2019-08-21 17:14:02	123.000000	697148962.000000	403171715.000000	46632618.000000	15591.000000	9736.000000	1579.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
246	2019-08-21 17:14:02	123.000000	697149026.000000	403171754.000000	46632624.000000	15655.000000	9775.000000	1585.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
247	2019-08-21 17:14:03	124.000000	697149089.000000	403171794.000000	46632631.000000	15718.000000	9815.000000	1592.000000	127.000000	79.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
248	2019-08-21 17:14:03	124.000000	697149153.000000	403171834.000000	46632637.000000	15782.000000	9855.000000	1598.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
249	2019-08-21 17:14:04	125.000000	697149216.000000	403171873.000000	46632644.000000	15845.000000	9894.000000	1605.000000	127.000000	79.000000	13.000000	126.000000	78.000000	14.000000	1301.000000	10.000000	
250	2019-08-21 17:14:04	125.000000	697149280.000000	403171913.000000	46632650.000000	15909.000000	9934.000000	1611.000000	128.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
251	2019-08-21 17:14:05	126.000000	697149344.000000	403171953.000000	46632657.000000	15973.000000	9974.000000	1618.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
252	2019-08-21 17:14:05	126.000000	697149407.000000	403171992.000000	46632663.000000	16036.000000	10013.000000	1624.000000	127.000000	79.000000	13.000000	126.000000	78.000000	12.000000	1301.000000	10.000000	
253	2019-08-21 17:14:06	127.000000	697149471.000000	403172032.000000	46632670.000000	16100.000000	10053.000000	1631.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
254	2019-08-21 17:14:06	127.000000	697149535.000000	403172072.000000	46632676.000000	16164.000000	10093.000000	1637.000000	128.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
255	2019-08-21 17:14:07	128.000000	697149598.000000	403172112.000000	46632682.000000	16227.000000	10133.000000	1643.000000	128.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
256	2019-08-21 17:14:07	128.000000	697149662.000000	403172151.000000	46632689.000000	16291.000000	10172.000000	1650.000000	128.000000	79.000000	13.000000	128.000000	78.000000	14.000000	1301.000000	10.000000	
257	2019-08-21 17:14:08	129.000000	697149726.000000	403172191.000000	46632695.000000	16355.000000	10212.000000	1656.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
258	2019-08-21 17:14:08	129.000000	697149790.000000	403172231.000000	46632702.000000	16419.000000	10252.000000	1663.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
259	2019-08-21 17:14:09	130.000000	697149853.000000	403172270.000000	46632708.000000	16482.000000	10291.000000	1669.000000	127.000000	80.000000	13.000000	126.000000	78.000000	12.000000	1301.000000	10.000000	
260	2019-08-21 17:14:09	130.000000	697149917.000000	403172310.000000	46632715.000000	16546.000000	10331.000000	1676.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
261	2019-08-21 17:14:10	131.000000	697149981.000000	403172350.000000	46632721.000000	16610.000000	10371.000000	1682.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
262	2019-08-21 17:14:10	131.000000	697150044.000000	403172390.000000	46632728.000000	16673.000000	10411.000000	1689.000000	127.000000	79.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
263	2019-08-21 17:14:11	132.000000	697150108.000000	403172429.000000	46632734.000000	16737.000000	10450.000000	1695.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
264	2019-08-21 17:14:11	132.000000	697150172.000000	403172469.000000	46632741.000000	16801.000000	10490.000000	1702.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
265	2019-08-21 17:14:12	133.000000	697150235.000000	403172509.000000	46632747.000000	16864.000000	10530.000000	1708.000000	128.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
266	2019-08-21 17:14:12	133.000000	697150299.000000	403172548.000000	46632754.000000	16928.000000	10569.000000	1715.000000	127.000000	79.000000	13.000000	128.000000	78.000000	14.000000	1301.000000	10.000000	
267	2019-08-21 17:14:13	134.000000	697150363.000000	403172588.000000	46632760.000000	16992.000000	10609.000000	1721.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
268	2019-08-21 17:14:13	134.000000	697150426.000000	403172628.000000	46632766.000000	17055.000000	10649.000000	1727.000000	127.000000	80.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
269	2019-08-21 17:14:14	135.000000	697150490.000000	403172667.000000	46632773.000000	17119.000000	10688.000000	1734.000000	127.000000	79.000000	13.000000	128.000000	78.000000	14.000000	1301.000000	10.000000	
270	2019-08-21 17:14:14	135.000000	697150554.000000	403172707.000000	46632779.000000	17183.000000	10728.000000	1740.000000	127.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
271	2019-08-21 17:14:15	136.000000	697150617.000000	403172747.000000	46632786.000000	17246.000000	10768.000000	1747.000000	127.000000	79.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
272	2019-08-21 17:14:15	136.000000	697150681.000000	403172787.000000	46632792.000000	17310.000000	10808.000000	1753.000000	128.000000	81.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
273	2019-08-21 17:14:16	137.000000	697150745.000000	403172827.000000	46632799.000000	17374.000000	10848.000000	1760.000000	127.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
274	2019-08-21 17:14:16	137.000000	697150809.000000	403172867.000000	46632805.000000	17438.000000	10888.000000	1766.000000	127.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
275	2019-08-21 17:14:17	138.000000	697150872.000000	403172907.000000	46632812.000000	17501.000000	10928.000000	1773.000000	127.000000	79.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
276	2019-08-21 17:14:17	138.000000	697150936.000000	403172946.000000	46632818.000000	17565.000000	10967.000000	1779.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
277	2019-08-21 17:14:18	139.000000	697150999.000000	403172986.000000	46632825.000000	17628.000000	11007.000000	1786.000000	127.000000	79.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
278	2019-08-21 17:14:18	139.000000	697151063.000000	403173026.000000	46632831.000000	17692.000000	11047.000000	1792.000000	128.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
279	2019-08-21 17:14:19	140.000000	697151127.000000	403173065.000000	46632837.000000	17756.000000	11086.000000	1798.000000	127.000000	80.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
280	2019-08-21 17:14:19	140.000000	697151191.000000	403173105.000000	46632844.000000	17820.000000	11126.000000	1805.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
281	2019-08-21 17:14:20	141.000000	697151254.000000	403173145.000000	46632850.000000	17883.000000	11166.000000	1811.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
282	2019-08-21 17:14:20	141.000000	697151318.000000	403173184.000000	46632857.000000	17947.000000	11205.000000	1818.000000	128.000000	79.000000	13.000000	128.000000	78.000000	14.000000	1301.000000	10.000000	
283	2019-08-21 17:14:21	142.000000	697151382.000000	403173224.000000	46632863.000000	18011.000000	11245.000000	1824.000000	127.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
284	2019-08-21 17:14:21	142.000000	697151445.000000	403173264.000000	46632869.000000	18074.000000	11285.000000	1830.000000	127.000000	80.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
285	2019-08-21 17:14:22	143.000000	697151509.000000	403173304.000000	46632876.000000	18138.000000	11325.000000	1837.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
286	2019-08-21 17:14:22	143.000000	697151573.000000	403173343.000000	46632882.000000	18202.000000	11364.000000	1843.000000	127.000000	80.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
287	2019-08-21 17:14:23	144.000000	697151637.000000	403173383.000000	46632889.000000	18266.000000	11404.000000	1850.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
288	2019-08-21 17:14:23	144.000000	697151700.000000	403173423.000000	46632895.000000	18329.000000	11444.000000	1856.000000	128.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
289	2019-08-21 17:14:24	145.000000	697151764.000000	403173462.000000	46632901.000000	18393.000000	11483.000000	1862.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
290	2019-08-21 17:14:24	145.000000	697151828.000000	403173502.000000	46632908.000000	18457.000000	11523.000000	1869.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
291	2019-08-21 17:14:25	146.000000	697151891.000000	403173542.000000	46632914.000000	18520.000000	11563.000000	1875.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
292	2019-08-21 17:14:25	146.000000	697151955.000000	403173581.000000	46632921.000000	18584.000000	11602.000000	1882.000000	127.000000	79.000000	13.000000	128.000000	78.000000	14.000000	1301.000000	10.000000	
293	2019-08-21 17:14:26	147.000000	697152019.000000	403173621.000000	46632927.000000	18648.000000	11642.000000	1888.000000	128.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
294	2019-08-21 17:14:26	147.000000	697152083.000000	403173661.000000	46632934.000000	18712.000000	11682.000000	1895.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
295	2019-08-21 17:14:27	148.000000	697152146.000000	403173701.000000	46632940.000000	18775.000000	11722.000000	1901.000000	128.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
296	2019-08-21 17:14:27	148.000000	697152210.000000	403173740.000000	46632946.000000	18839.000000	11761.000000	1907.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
297	2019-08-21 17:14:28	149.000000	697152274.000000	403173780.000000	46632953.000000	18903.000000	11801.000000	1914.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
298	2019-08-21 17:14:28	149.000000	697152337.000000	403173820.000000	46632959.000000	18966.000000	11841.000000	1920.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
299	2019-08-21 17:14:29	150.000000	697152401.000000	403173859.000000	46632965.000000	19030.000000	11880.000000	1926.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
300	2019-08-21 17:14:29	150.000000	697152465.000000	403173899.000000	46632972.000000	19094.000000	11920.000000	1933.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
301	2019-08-21 17:14:30	151.000000	697152528.000000	403173939.000000	46632978.000000	19157.000000	11960.000000	1939.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
302	2019-08-21 17:14:30	151.000000	697152592.000000	403173979.000000	46632984.000000	19221.000000	12000.000000	1945.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
303	2019-08-21 17:14:31	152.000000	697152656.000000	403174018.000000	46632991.000000	19285.000000	12039.000000	1952.000000	128.000000	79.000000	13.000000	128.000000	78.000000	14.000000	1301.000000	10.000000	
304	2019-08-21 17:14:31	152.000000	697152719.000000	403174058.000000	46632997.000000	19348.000000	12079.000000	1958.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
305	2019-08-21 17:14:32	153.000000	697152783.000000	403174098.000000	46633004.000000	19412.000000	12119.000000	1965.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
306	2019-08-21 17:14:32	153.000000	697152847.000000	403174137.000000	46633010.000000	19476.000000	12158.000000	1971.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
307	2019-08-21 17:14:33	154.000000	697152910.000000	403174177.000000	46633016.000000	19539.000000	12198.000000	1977.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
308	2019-08-21 17:14:33	154.000000	697152974.000000	403174217.000000	46633023.000000	19603.000000	12238.000000	1984.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
309	2019-08-21 17:14:34	155.000000	697153038.000000	403174257.000000	46633029.000000	19667.000000	12278.000000	1990.000000	128.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
310	2019-08-21 17:14:34	155.000000	697153101.000000	403174296.000000	46633036.000000	19730.000000	12317.000000	1997.000000	127.000000	79.000000	13.000000	126.000000	78.000000	14.000000	1301.000000	10.000000	
311	2019-08-21 17:14:35	156.000000	697153165.000000	403174336.000000	46633042.000000	19794.000000	12357.000000	2003.000000	128.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
312	2019-08-21 17:14:35	156.000000	697153229.000000	403174376.000000	46633049.000000	19858.000000	12397.000000	2010.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
313	2019-08-21 17:14:36	157.000000	697153293.000000	403174416.000000	46633055.000000	19922.000000	12437.000000	2016.000000	128.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
314	2019-08-21 17:14:36	157.000000	697153356.000000	403174455.000000	46633062.000000	19985.000000	12476.000000	2023.000000	128.000000	79.000000	13.000000	126.000000	78.000000	14.000000	1301.000000	10.000000	
315	2019-08-21 17:14:37	158.000000	697153420.000000	403174495.000000	46633068.000000	20049.000000	12516.000000	2029.000000	127.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
316	2019-08-21 17:14:37	158.000000	697153484.000000	403174535.000000	46633074.000000	20113.000000	12556.000000	2035.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
317	2019-08-21 17:14:38	159.000000	697153547.000000	403174575.000000	46633081.000000	20176.000000	12596.000000	2042.000000	127.000000	80.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
318	2019-08-21 17:14:38	159.000000	697153611.000000	403174614.000000	46633087.000000	20240.000000	12635.000000	2048.000000	127.000000	80.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
319	2019-08-21 17:14:39	160.000000	697153675.000000	403174654.000000	46633094.000000	20304.000000	12675.000000	2055.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
320	2019-08-21 17:14:39	160.000000	697153738.000000	403174694.000000	46633100.000000	20367.000000	12715.000000	2061.000000	128.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
321	2019-08-21 17:14:40	161.000000	697153802.000000	403174734.000000	46633107.000000	20431.000000	12755.000000	2068.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
322	2019-08-21 17:14:40	161.000000	697153866.000000	403174773.000000	46633113.000000	20495.000000	12794.000000	2074.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
323	2019-08-21 17:14:41	162.000000	697153930.000000	403174813.000000	46633119.000000	20559.000000	12834.000000	2080.000000	127.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
324	2019-08-21 17:14:41	162.000000	697153993.000000	403174853.000000	46633126.000000	20622.000000	12874.000000	2087.000000	127.000000	79.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
325	2019-08-21 17:14:42	163.000000	697154057.000000	403174893.000000	46633132.000000	20686.000000	12914.000000	2093.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
326	2019-08-21 17:14:42	163.000000	697154121.000000	403174933.000000	46633139.000000	20750.000000	12954.000000	2100.000000	128.000000	81.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
327	2019-08-21 17:14:43	164.000000	697154185.000000	403174973.000000	46633145.000000	20814.000000	12994.000000	2106.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
328	2019-08-21 17:14:43	164.000000	697154249.000000	403175012.000000	46633151.000000	20878.000000	13033.000000	2112.000000	128.000000	80.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
329	2019-08-21 17:14:44	165.000000	697154313.000000	403175052.000000	46633158.000000	20942.000000	13073.000000	2119.000000	128.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
330	2019-08-21 17:14:44	165.000000	697154377.000000	403175092.000000	46633164.000000	21006.000000	13113.000000	2125.000000	128.000000	81.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
331	2019-08-21 17:14:45	166.000000	697154441.000000	403175132.000000	46633170.000000	21070.000000	13153.000000	2131.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
332	2019-08-21 17:14:45	166.000000	697154505.000000	403175172.000000	46633177.000000	21134.000000	13193.000000	2138.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
333	2019-08-21 17:14:46	167.000000	697154569.000000	403175212.000000	46633183.000000	21198.000000	13233.000000	2144.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
334	2019-08-21 17:14:46	167.000000	697154633.000000	403175252.000000	46633189.000000	21262.000000	13273.000000	2150.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
335	2019-08-21 17:14:47	168.000000	697154692.000000	403175286.000000	46633195.000000	21321.000000	13307.000000	2156.000000	125.000000	79.000000	13.000000	118.000000	68.000000	12.000000	1301.000000	10.000000	
336	2019-08-21 17:14:47	168.000000	697154755.000000	403175325.000000	46633201.000000	21384.000000	13346.000000	2162.000000	127.000000	80.000000	13.000000	126.000000	78.000000	12.000000	1301.000000	10.000000	
337	2019-08-21 17:14:48	169.000000	697154819.000000	403175365.000000	46633208.000000	21448.000000	13386.000000	2169.000000	128.000000	74.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
338	2019-08-21 17:14:48	169.000000	697154877.000000	403175400.000000	46633213.000000	21506.000000	13421.000000	2174.000000	128.000000	71.000000	11.000000	116.000000	70.000000	10.000000	1301.000000	10.000000	
339	2019-08-21 17:14:49	170.000000	697154940.000000	403175440.000000	46633220.000000	21569.000000	13461.000000	2181.000000	128.000000	80.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
340	2019-08-21 17:14:49	170.000000	697155008.000000	403175486.000000	46633226.000000	21637.000000	13507.000000	2187.000000	128.000000	80.000000	13.000000	136.000000	92.000000	12.000000	1301.000000	10.000000	
341	2019-08-21 17:14:50	171.000000	697155072.000000	403175526.000000	46633232.000000	21701.000000	13547.000000	2193.000000	128.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
342	2019-08-21 17:14:50	171.000000	697155136.000000	403175566.000000	46633239.000000	21765.000000	13587.000000	2200.000000	127.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
343	2019-08-21 17:14:51	172.000000	697155200.000000	403175606.000000	46633245.000000	21829.000000	13627.000000	2206.000000	128.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
344	2019-08-21 17:14:51	172.000000	697155264.000000	403175645.000000	46633252.000000	21893.000000	13666.000000	2213.000000	127.000000	80.000000	13.000000	128.000000	78.000000	14.000000	1301.000000	10.000000	
345	2019-08-21 17:14:52	173.000000	697155328.000000	403175685.000000	46633258.000000	21957.000000	13706.000000	2219.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
346	2019-08-21 17:14:52	173.000000	697155391.000000	403175725.000000	46633264.000000	22020.000000	13746.000000	2225.000000	127.000000	80.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
347	2019-08-21 17:14:53	174.000000	697155455.000000	403175763.000000	46633271.000000	22084.000000	13784.000000	2232.000000	128.000000	79.000000	13.000000	128.000000	76.000000	14.000000	1301.000000	10.000000	
348	2019-08-21 17:14:53	174.000000	697155520.000000	403175803.000000	46633277.000000	22149.000000	13824.000000	2238.000000	128.000000	80.000000	13.000000	130.000000	80.000000	12.000000	1301.000000	10.000000	
349	2019-08-21 17:14:54	175.000000	697155583.000000	403175843.000000	46633283.000000	22212.000000	13864.000000	2244.000000	127.000000	80.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
350	2019-08-21 17:14:54	175.000000	697155647.000000	403175883.000000	46633290.000000	22276.000000	13904.000000	2251.000000	127.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
351	2019-08-21 17:14:55	176.000000	697155711.000000	403175923.000000	46633296.000000	22340.000000	13944.000000	2257.000000	129.000000	81.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
352	2019-08-21 17:14:55	176.000000	697155776.000000	403175964.000000	46633303.000000	22405.000000	13985.000000	2264.000000	129.000000	80.000000	13.000000	130.000000	82.000000	14.000000	1301.000000	10.000000	
353	2019-08-21 17:14:56	177.000000	697155840.000000	403176004.000000	46633309.000000	22469.000000	14025.000000	2270.000000	129.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
354	2019-08-21 17:14:56	177.000000	697155904.000000	403176045.000000	46633316.000000	22533.000000	14066.000000	2277.000000	128.000000	81.000000	13.000000	128.000000	82.000000	14.000000	1301.000000	10.000000	
355	2019-08-21 17:14:57	178.000000	697155968.000000	403176085.000000	46633322.000000	22597.000000	14106.000000	2283.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
356	2019-08-21 17:14:57	178.000000	697156032.000000	403176125.000000	46633329.000000	22661.000000	14146.000000	2290.000000	128.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
357	2019-08-21 17:14:58	179.000000	697156097.000000	403176166.000000	46633335.000000	22726.000000	14187.000000	2296.000000	131.000000	79.000000	13.000000	130.000000	82.000000	12.000000	1301.000000	10.000000	
358	2019-08-21 17:14:58	179.000000	697156161.000000	403176206.000000	46633341.000000	22790.000000	14227.000000	2302.000000	128.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
359	2019-08-21 17:14:59	180.000000	697156225.000000	403176242.000000	46633347.000000	22854.000000	14263.000000	2308.000000	128.000000	36.000000	5.000000	128.000000	72.000000	12.000000	1301.000000	10.000000	
